,juego,reseña
723,Soccer City: The Beautiful Game,https://misutmeeple.com/2014/11/resena-soccer-city-beautiful-game/
724,Solarius Mission,https://misutmeeple.com/2016/12/resena-solarius-mission/
725,"Sons of Anarchy,  Men of Mayhem",https://misutmeeple.com/2015/01/resena-sons-of-anarchy-men-of-mayhem/
726,Space Base,https://misutmeeple.com/2021/01/resena-space-base/
727,Space Walk,https://misutmeeple.com/2014/11/resena-space-walk/
728,"Spartacus, Un juego de Sangre y Traición",https://misutmeeple.com/2013/10/resena-spartacus-un-juego-de-sangre-y/
729,Spectaculum,https://misutmeeple.com/2016/05/resena-spectaculum/
730,Speed Cups,https://misutmeeple.com/2015/01/resena-speed-cups/
731,SPELL,https://misutmeeple.com/2020/08/resena-spell/
732,Spies & Lies: A Stratego Story,https://misutmeeple.com/2019/12/resena-spies-lies-a-stratego-story/
733,Spirits of the Forest,https://misutmeeple.com/2018/10/resena-spirits-of-the-forest/
734,Splendor,https://misutmeeple.com/2015/05/resena-splendor/
735,Splendor: Marvel,https://misutmeeple.com/2021/04/resena-splendor-marvel/
736,Star Realms,https://misutmeeple.com/2016/04/resena-star-realms/
737,Star Wars: El Borde Exterior,https://misutmeeple.com/2019/09/resena-star-wars-el-borde-exterior/
738,Star Wars: Rebellion,https://misutmeeple.com/2016/08/resena-star-wars-rebellion/
739,Star Wars: Rebellion - El Auge del Imperio,https://misutmeeple.com/2018/05/resena-star-wars-rebellion-el-auge-del-imperio/
740,Steam Park,https://misutmeeple.com/2014/02/resena-steam-park/
741,Stellium,https://misutmeeple.com/2018/03/resena-stellium/
742,Stephenson's Rocket,https://misutmeeple.com/2019/09/resena-stephensons-rocket/
743,Sotckpile,https://misutmeeple.com/2021/02/resena-stockpile/
744,Stone Age,https://misutmeeple.com/2015/05/resena-stone-age/
745,Strasbourg,https://misutmeeple.com/2021/07/resena-strasbourg/
746,Streaming,https://misutmeeple.com/2019/03/resena-streaming/
747,Strike,https://misutmeeple.com/2016/12/resena-strike/
748,String Railway,https://misutmeeple.com/2017/02/resena-string-railway/
749,Suburbia,https://misutmeeple.com/2017/08/resena-suburbia/
750,Sumatra,https://misutmeeple.com/2020/12/resena-sumatra/
751,Super Rhino!,https://misutmeeple.com/2016/01/resena-super-rhino/
752,Sushi Go!,https://misutmeeple.com/2014/12/resena-sushi-go/
753,Taberna,https://misutmeeple.com/2017/08/resena-taberna/
754,Taj Mahal,https://misutmeeple.com/2018/06/resena-taj-mahal/
755,Tak,https://misutmeeple.com/2018/07/resena-tak/
756,Take It Easy!,https://misutmeeple.com/2017/12/resena-take-it-easy/
757,Takenoko,https://misutmeeple.com/2013/10/resena-takenoko/
758,Takenoko: Chibis,https://misutmeeple.com/2018/02/resena-takenoko-chibis/
759,Tally Ho!,https://misutmeeple.com/2016/07/resena-tally-ho/
760,Taluva,https://misutmeeple.com/2016/10/resena-taluva/
761,Tao Long: The Way of the Dragon,https://misutmeeple.com/2018/04/resena-tao-long-the-way-of-the-dragon/
762,Tash-Kalar: Arena de Leyendas,https://misutmeeple.com/2015/04/resena-tash-kalar-arena-de-leyendas/
763,Tavarua,https://misutmeeple.com/2017/03/resena-tavarua/
764,Tawantinsuyu: El Imperio Inca,https://misutmeeple.com/2020/12/resena-tawantinsuyu-el-imperio-inca/
765,Tea for 2,https://misutmeeple.com/2020/07/resena-tea-for-2/
766,Tekhenu: El Obelisco del Sol,https://misutmeeple.com/2020/10/resena-tekhenu-el-obelisco-del-sol/
767,Telón de Acero,https://misutmeeple.com/2018/06/resena-telon-de-acero/
768,Tembo,https://misutmeeple.com/2017/06/resena-tembo/
769,Teotihuacán: Ciudad de Dioses,https://misutmeeple.com/2018/11/resena-teotihuacan-ciudad-de-dioses/
770,Teotihuacán: Era de la Expansión,https://misutmeeple.com/2021/08/resena-teotihuacan-era-de-la-expansion/
771,Teotihuacán: Preclásico Tardío,https://misutmeeple.com/2019/12/resena-teotihuacan-preclasico-tardio/
772,Teotihuacán: Sombras del Xitle,https://misutmeeple.com/2020/06/resena-teotihuacan-sombras-del-xitle/
773,Terra Mystica,https://misutmeeple.com/2015/01/resena-terra-mystica/
774,Terra Nova,https://misutmeeple.com/2016/07/resena-terra-nova/
775,Terraforming Mars,https://misutmeeple.com/2017/06/resena-terraforming-mars/
776,Terraforming Mars: Conflictos,https://misutmeeple.com/2020/04/resena-terraforming-mars-conflictos/
777,Terraforming Mars: Colonias,https://misutmeeple.com/2019/06/resena-terraforming-mars-colonias/
778,Terraforming Mars: Hellas & Elysium,https://misutmeeple.com/2017/12/resena-terraforming-mars-hellas-elysium
779,Terraforming Mars: Preludio,https://misutmeeple.com/2018/12/resena-terraforming-mars-preludio/
780,Terraforming Mars: Venus Next,https://misutmeeple.com/2019/03/resena-terraforming-mars-venus-next/
781,Terror in Meeple City,https://misutmeeple.com/2016/07/resena-terror-in-meeple-city/
782,The Boss,https://misutmeeple.com/2016/03/resena-the-boss/
783,The Bridges of Shangri-La,https://misutmeeple.com/2018/08/resena-the-bridges-of-shangri-la/
784,The Capitals,https://misutmeeple.com/2016/09/resena-the-capitals/
785,The Castles of Burgundy,https://misutmeeple.com/2014/03/resena-castles-of-burgundy/
786,The Colonists,https://misutmeeple.com/2020/06/resena-the-colonists/
787,The Cousin's War,https://misutmeeple.com/2019/03/resena-the-cousins-war/
788,The Downfall of Pompeii,https://misutmeeple.com/2016/05/resena-the-downfall-of-pompeii/
789,The Estates,https://misutmeeple.com/2019/05/resena-the-estates/
790,The Foreign King,https://misutmeeple.com/2016/06/resena-the-foreign-king/
791,The Gallerist,https://misutmeeple.com/2016/07/resena-the-gallerist/
792,The Great Fire of London 1666,https://misutmeeple.com/2016/06/resena-the-great-fire-of-london-1666/
793,The Island,https://misutmeeple.com/2015/01/resena-island/
794,The Magnificent,https://misutmeeple.com/2019/12/resena-the-magnificent/
795,The Manhattan Project: Energy Empire,https://misutmeeple.com/2019/10/resena-the-manhattan-project-energy-empire/
796,The Name of the Rose,https://misutmeeple.com/2018/05/resena-the-name-of-the-rose/
797,The Palaces of Carrara,https://misutmeeple.com/2017/06/resena-the-palaces-of-carrara/
798,The Quest for El Dorado,https://misutmeeple.com/2018/10/resena-the-quest-for-el-dorado/
799,The Red Cathedral,https://misutmeeple.com/2020/12/resena-the-red-cathedral/
800,The Resistance: Avalon,https://misutmeeple.com/2015/01/resena-resistance-avalon/
801,The Secret of Monte Cristo,https://misutmeeple.com/2015/07/resena-the-secret-of-monte-cristo/
802,The Speichestadt,https://misutmeeple.com/2015/03/resena-speicherstadt/
803,The Staufer Dinasty,https://misutmeeple.com/2016/04/resena-the-staufer-dinasty/
804,Through the Ages: Historia de las Civilizaciones,https://misutmeeple.com/2014/09/resena-through-ages-historia-de-las/
805,Through the Ages: Nuevos Líderes y Maravillas,https://misutmeeple.com/2020/07/resena-through-the-ages-una-nueva-historia-de-la-civilizacion-nuevos-lideres-y-maravillas/
806,Through the Ages: Una Nueva Historia de la Civilización,https://misutmeeple.com/2016/10/resena-through-the-ages-una-nueva-historia-de-la-civilizacion/
807,Thurn and Taxis,https://misutmeeple.com/2020/05/resena-thurn-taxis/
808,¡Tiburón!,https://misutmeeple.com/2016/02/resena-tiburon/
809,Tic Talk,https://misutmeeple.com/2014/12/resena-tic-talk/
810,Tichu,https://misutmeeple.com/2014/02/resena-tichu/
811,Ticket to Ride,https://misutmeeple.com/2021/07/resena-ticket-to-ride/
812,Ticket To Ride - Amsterdam,https://misutmeeple.com/2020/09/resena-ticket-to-ride-amsterdam/
813,Ticket to Ride - London,https://misutmeeple.com/2019/08/resena-ticket-to-ride-london/
814,Ticket to Ride - Märklin,https://misutmeeple.com/2013/11/resena-ticket-to-ride-marklin/
815,Ticket to Ride - New York,https://misutmeeple.com/2019/05/resena-ticket-to-tide-new-york/
816,Ticket to Ride - The Card Game,https://misutmeeple.com/2013/04/resena-aventureros-al-tren-el-juego-de/
817,Ticket to Ride Map Collection - Vol. 7 - Japan & Italy,https://misutmeeple.com/2020/02/resena-ticket-to-ride-map-collection-vol-7-japan-italy/
818,Tierras Bajas,https://misutmeeple.com/2018/05/resena-tierras-bajas/
819,Tigris & Éufrates,https://misutmeeple.com/2014/12/resena-tigris-eufrates/
820,Tikal,https://misutmeeple.com/2015/06/resena-tikal/
821,Time of Soccer,https://misutmeeple.com/2015/02/resena-time-of-soccer/
822,Time's Up,https://misutmeeple.com/2017/03/resena-times-up/
823,TimeBomb,https://misutmeeple.com/2017/08/resena-timebomb/
824,Timeline,https://misutmeeple.com/2017/04/resena-timeline/
825,Tin Goose,https://misutmeeple.com/2016/11/resena-tin-goose/
826,Tinners' Trails,https://misutmeeple.com/2015/10/resena-tinners-trail/
827,Tiny Towns,https://misutmeeple.com/2020/03/resena-tiny-towns/
828,Titularing,https://misutmeeple.com/2018/06/resena-titularing/
829,Tobago,https://misutmeeple.com/2015/07/resena-tobago/
830,¡Toma 6!,https://misutmeeple.com/2014/11/resena-toma-6/
831,Top Gun Strategy Game,https://misutmeeple.com/2020/11/resena-top-gun-strategy-game/
832,Top This! A Pizza Flicking Game,https://misutmeeple.com/2016/05/resena-top-this-a-pizza-flicking-game/
833,Topiary,https://misutmeeple.com/2020/04/resena-topiary/
834,Topito,https://misutmeeple.com/2018/08/resena-topito/
835,Torre de Gatos,https://misutmeeple.com/2018/05/resena-torre-de-gatos/
836,Torres,https://misutmeeple.com/2016/09/resena-torres/
837,Tortilla de Patatas: The Game,https://misutmeeple.com/2015/03/resena-tortilla-de-patatas-game/
838,Tortuga 2199,https://misutmeeple.com/2021/05/resena-tortuga-2199/
839,Toscana,https://misutmeeple.com/2014/07/resena-toscana/
840,Traders of Osaka,https://misutmeeple.com/2016/04/resena-traders-of-osaka/
841,Trains,https://misutmeeple.com/2016/03/resena-trains/
842,Trajan,https://misutmeeple.com/2015/05/resena-trajan/
843,Trambahn,https://misutmeeple.com/2016/05/resena-trambahn/
844,Transatlantic,https://misutmeeple.com/2018/02/resena-transatlantic/
845,Tranvías,https://misutmeeple.com/2019/07/resena-tranvias/
846,Trappist One,https://misutmeeple.com/2019/02/resena-trappist-one/
847,Trapwords,https://misutmeeple.com/2019/04/resena-trapwords/
848,Tribus: En los Albores de la Humanidad,https://misutmeeple.com/2019/07/resena-tribus-en-los-albores-de-la-humanidad/
849,Trismegistus: La Fórmula Definitiva,https://misutmeeple.com/2019/11/resena-trismegistus-la-formula-definitiva/
850,Troyes,https://misutmeeple.com/2014/10/resena-troyes/
851,Truffle Shuffle,https://misutmeeple.com/2021/09/resena-truffle-shuffle/
852,Tuareg,https://misutmeeple.com/2014/05/resena-tuareg/
853,Tudor,https://misutmeeple.com/2019/09/resena-tudor/
854,Turn the Tide,https://misutmeeple.com/2016/08/resena-turn-the-tide/
855,Tussie Mussie,https://misutmeeple.com/2021/09/resena-tussie-mussie/
856,Twenty One,https://misutmeeple.com/2017/04/resena-twenty-one/
857,Twilight Struggle,https://misutmeeple.com/2016/10/resena-twilight-struggle/
858,TZAAR,https://misutmeeple.com/2017/01/resena-tzaar/
859,Tzolk'In: El Calendario Maya,https://misutmeeple.com/2014/11/resena-tzolkin-el-calendario-maya/
860,U.S. Telegraph,https://misutmeeple.com/2019/06/resena-u-s-telegraph/
861,Ubongo,https://misutmeeple.com/2015/04/resena-ubongo/
862,Un Imperio en 8 Minutos,https://misutmeeple.com/2014/01/resena-un-imperio-en-8-minutos/
863,Un Puñado de Meeples,https://misutmeeple.com/2019/12/resena-un-punado-de-meeples/
864,Unánimo,https://misutmeeple.com/2021/09/resena-unanimo/
865,Undaunted: Normandy,https://misutmeeple.com/2020/08/resena-undaunted-normandy/
866,Underwater Cities,https://misutmeeple.com/2018/12/resena-underwater-cities/
867,Unmatched,https://misutmeeple.com/2021/03/resena-unmatched/
868,Upstream,https://misutmeeple.com/2018/03/resena-upstream/
869,Valletta,https://misutmeeple.com/2019/01/resena-valletta/
870,Valparaíso,https://misutmeeple.com/2019/06/resena-valparaiso/
871,Vanuatu,https://misutmeeple.com/2021/05/resena-vanuatu/
872,Vast: Las Cavernas Cristalinas,https://misutmeeple.com/2019/04/resena-vast-las-cavernas-cristalinas/
873,Via Nebula,https://misutmeeple.com/2017/11/resena-via-nebula/
874,Viceroy,https://misutmeeple.com/2016/04/resena-viceroy/
875,Vienna,https://misutmeeple.com/2017/08/resena-vienna/
876,Vikings,https://misutmeeple.com/2016/08/resena-vikings/
877,Villa Paletti,https://misutmeeple.com/2015/11/resena-villa-paletti/
878,Villagers,https://misutmeeple.com/2020/01/resena-villagers/
879,Vineta,https://misutmeeple.com/2014/07/resena-vineta/
880,Vinhos,https://misutmeeple.com/2015/10/resena-vinhos/
881,Viticulture,https://misutmeeple.com/2015/03/resena-viticulture/
882,Vizcondes del Reino del Oeste,https://misutmeeple.com/2020/12/resena-vizcondes-del-reino-del-oeste/
883,War Chest,https://misutmeeple.com/2019/04/resenas-war-chest/
884,Warehouse 51,https://misutmeeple.com/2017/07/resena-warehouse-51/
885,Watergate,https://misutmeeple.com/2020/02/resena-watergate/
886,Wavelength,https://misutmeeple.com/2021/01/resena-wavelength/
887,"Welcome, hacia El Perfecto Hogar",https://misutmeeple.com/2018/06/resena-welcome-hacia-el-perfecto-hogar/
888,"Welcome, hacia New Las Vegas",https://misutmeeple.com/2020/04/resena-welcome-hacia-new-las-vegas/
889,Wendake,https://misutmeeple.com/2019/09/resena-wendake/
890,Western Legends,https://misutmeeple.com/2019/02/resena-western-legends/
891,Whistle Stop,https://misutmeeple.com/2020/05/resena-whistle-stop/
892,Wild Space,https://misutmeeple.com/2020/10/resena-wild-space/
893,Wildlands,https://misutmeeple.com/2019/02/resena-wildlands/
894,Wingspan,https://misutmeeple.com/2019/04/resena-wingspan/
895,Wingspan - Expansión de Oceanía,https://misutmeeple.com/2021/02/resena-wingspan-expansion-de-oceania/
896,Wingspan - Expansión Europea,https://misutmeeple.com/2020/01/resena-wingspan-expansion-europea/
897,Winner's Circle,https://misutmeeple.com/2018/03/resena-winners-circle/
898,Wir Sind Das Volk!,https://misutmeeple.com/2019/02/resena-wir-sind-das-volk/
899,World's Fair 1893,https://misutmeeple.com/2019/05/resena-worlds-fair-1893/
900,Xia: Leyendas de un Sistema a la Deriva,https://misutmeeple.com/2019/05/resena-xia-leyendas-de-un-sistema-a-la-deriva/
901,Xia: Vestigios de una Estrella Olvidada,https://misutmeeple.com/2019/08/resena-xia-vestigios-de-una-estrella-olvidada/
902,Yamataï,https://misutmeeple.com/2017/03/resena-yamatai/
903,Yangtse,https://misutmeeple.com/2017/06/resena-yangtze/
904,Yedo: Deluxe Master Set,https://misutmeeple.com/2020/11/resena-yedo-deluxe-master-set/
905,Yellow & Yangtze,https://misutmeeple.com/2020/04/resena-yellow-yangtze/
906,YINSH,https://misutmeeple.com/2016/08/resena-yinsh/
907,Ylandyss,https://misutmeeple.com/2016/10/resena-ylandyss/
908,Yokohama,https://misutmeeple.com/2017/08/resena-yokohama/
909,Yukon Airways,https://misutmeeple.com/2019/11/resena-yukon-airways/
910,ZÈRTZ,https://misutmeeple.com/2017/06/resena-zertz/
911,Zooloretto,https://misutmeeple.com/2017/03/resena-zooloretto/
912,Zumos,https://misutmeeple.com/2020/03/resena-zumos/
