,Year of review,Month of review,Day of review,Rating,Review Quote,Full Review,Clean Full Review,Total Words Review,Total StopWords
1095, 2017,10,16,5,"Nice one, even not very special or authentic","Nice one, quite cosy, food alright. But staff amazingly friendly and accommodating. Special thanks to Nicole who was very nice and lovely.",nice one quite cosy food alright staff amazingly friendly accommodating special thanks nicole nice lovely,22,7
1096, 2017,10,18,4,Fantastic food and atmosphere,"We were heading directly for Bodega Biarritz though it was raining and we had to walk a bit far.But what a gem... we were met by the nice waitress Nicole. And she made us feel very welcome from the start.We ordered the surprise menu for 2, and that was the best tapas we have had in Barcelona.We will definitely come back!Show less",heading directly bodega biarritz though raining walk bit farbut gem met nice waitress nicole made u feel welcome startwe ordered surprise menu 2 best tapa barcelonawe definitely come backshow le,62,32
1097, 2017,10,2,4,Excellent food and outstanding service,"My partner and I dined here for our first night in Barcelona on a Thursday night and it was absolutely perfect. Delicious tapas and yummy sangria. Our waitress, Kareen, was friendly and directed us to choose the 8 plate selection which was great value and we were very happy! Thank you Kareen!Show less",partner dined first night barcelona thursday night absolutely perfect delicious tapa yummy sangria waitress kareen friendly directed u choose 8 plate selection great value happy thank kareenshow le,53,25
1098, 2017,10,2,5,"Good tapas, not that much space to have them","We enjoyed and food and drinks here. It felt like an overall nice tapas experience, with the only big minus that the space is extremely small and crowded.",enjoyed food drink felt like overall nice tapa experience big minus space extremely small crowded,28,12
1099, 2017,10,21,4,Hella good service,"Had an insanely good tapas with delightful service. Nicole, Karen and Nicholas were incredibly friendly and made us feel at home with a sumptuous spread of tapas and sangria. Would definitely come back again! Must go!",insanely good tapa delightful service nicole karen nicholas incredibly friendly made u feel home sumptuous spread tapa sangria would definitely come back must go,36,11
1100, 2017,10,22,4,Excellent food,We had to queue up. But time went quickly. Just 30 mins wait. Our server was Karen. She was so patient and kind. View. Great service. We had the option 1 . And was full.,queue time went quickly 30 min wait server karen patient kind view great service option 1 full,35,16
1101, 2017,10,23,5,Great selection,"Worth the queue outside, friendly staff will take a drink order while you wait for places in the small but quaint and atmospheric tapas bar. Large selection, including vegetarian, though no fish dishes. Very tasty, decent drink selection too, really enjoyed sitting at the bar ogling the food ... couldn't try them all, unfortunately.Show less",worth queue outside friendly staff take drink order wait place small quaint atmospheric tapa bar large selection including vegetarian though fish dish tasty decent drink selection really enjoyed sitting bar ogling food couldnt try unfortunatelyshow le,55,17
1102, 2017,10,23,5,You'll not come across any locals eating here!,"Sometimes Trip Advisor gets it wrong. Bodega Biarritz is case and point. Scores highly on trip advisor but is really kind of tacky.We ended up here because we failed to make a reservation in a different eatery and it was super late. I went onto trip advisor in a state of panic and not having any time to research properly. We arrived at the eatery and waited about 20 minutes.The staff ( who couldn't have been nicer or more accommodating ) were wonderful. I ordered a glass of the house rioja. It was cheap and tasted cheap. Think vinegar!We ordered the forty euro menu and with the exception of the bread and ham, everything else was just fairly bland. They reheat everything which is kind of off putting. Somethings need to be reheated when ordering this kind of food, but usually things with pastry. Also, every item we received seemed to be smothered in melted cheese. This is right in the heart of the most touristy area of the city. If you're going to slum it around Ramblas then you could do worse I'm sure, but one ought to avoid this area completely if you're looking for good food.Show less",sometimes trip advisor get wrong bodega biarritz case point score highly trip advisor really kind tackywe ended failed make reservation different eatery super late went onto trip advisor state panic time research properly arrived eatery waited 20 minutesthe staff couldnt nicer accommodating wonderful ordered glass house rioja cheap tasted cheap think vinegarwe ordered forty euro menu exception bread ham everything else fairly bland reheat everything kind putting somethings need reheated ordering kind food usually thing pastry also every item received seemed smothered melted cheese right heart touristy area city youre going slum around ramblas could worse im sure one ought avoid area completely youre looking good foodshow le,200,93
1103, 2017,10,26,4,Extremely good service!,"We chanced upon this little restaurant tucked just a five minute stroll off la ramblas. There were 3 groups of people ahead of us and we had to queue for about 20 minutes but it was well worth it!We were served by Nicole. It was our first tapas bar experience so we asked if we could be seated by the bar so we could be closer to the amazing looking dishes. She politely explained that there was a group of three in the queue and those three empty seats by the bar were reserved for odd numbered groups, which we absolutely understood, but she was very apologetic about it and offered to move us to a bigger table as it became available.Because of the special concept where the restaurant will pick 8 dishes for us (and we could reject any of them if we didn't like them), Nicole religiously checked in with us on the types of allergies and preferences we had before we started. We were pleasantly surprised with the dishes and did not ask for any swaps in case you were wondering. Definitely a great, friendly experience for us!Show less",chanced upon little restaurant tucked five minute stroll la ramblas 3 group people ahead u queue 20 minute well worth itwe served nicole first tapa bar experience asked could seated bar could closer amazing looking dish politely explained group three queue three empty seat bar reserved odd numbered group absolutely understood apologetic offered move u bigger table became availablebecause special concept restaurant pick 8 dish u could reject didnt like nicole religiously checked u type allergy preference started pleasantly surprised dish ask swap case wondering definitely great friendly experience usshow le,192,100
1104, 2017,10,29,4,fabulous tapas,"We had to queue for about twenty minutes, but it was so worth the wait. The tapas was some of the best we have eaten. The atmosphere was relaxed and comfy. The staff were attentive, helpful and very friendly.",queue twenty minute worth wait tapa best eaten atmosphere relaxed comfy staff attentive helpful friendly,39,24
1105, 2017,10,29,4,Packed with character and flavour,"There is usually a queue outside Bodega Biarritz's two tapas bars - which are within a minute walk of each other - and for good reason.The tapas here is varied and delicious - such as vegetable stacks, the best chorizo ever, omelette, spicy chicken skewers, with delicious sauces... but don't expect to be sitting here long. Even though you could sit here for a very very long time, because of its charm and character and atmosphere, it's an in and out establishment. You'll be seated along the bar or in corner tables for 2-3 people at most, slugging wine and picking at plates or tapas you've selected, or you've let your waiter select for you. No one will ask you to get a move on, but you'll see the people queuing outside to get in - and if you have any compassion, you'll eat and go.Show less",usually queue outside bodega biarritzs two tapa bar within minute walk good reasonthe tapa varied delicious vegetable stack best chorizo ever omelette spicy chicken skewer delicious sauce dont expect sitting long even though could sit long time charm character atmosphere establishment youll seated along bar corner table 23 people slugging wine picking plate tapa youve selected youve let waiter select one ask get move youll see people queuing outside get compassion youll eat goshow le,147,71
1106, 2017,10,29,4,Fabulous tapas,This very traditional looking tapas restaurant offered the best food we had sampled during our visit to Barcelona.. it offers a great atmosphere with superb food and wine served by great hosts... our host Nicole was serving with a smile and very helpful .. we will be back for sure!!Show less,traditional looking tapa restaurant offered best food sampled visit barcelona offer great atmosphere superb food wine served great host host nicole serving smile helpful back sureshow le,51,23
1107, 2017,10,3,4,Excellent!,Reallly enjoyed this very small restaurant in the heart of the action of Barcelona! Wait was long and it only seats 24 but the staff were excellent and we had a drink in the line. Food was varied and delicious with a good wine selection . staff and service friendly and very efficient.Show less,reallly enjoyed small restaurant heart action barcelona wait long seat 24 staff excellent drink line food varied delicious good wine selection staff service friendly efficientshow le,54,27
1108, 2017,10,31,4,Insanely Amazing,I've been to hundreds of restaurants and this is the best one I've been to. Huge choice of tapas and the taste was phenomenal. This place is a must if you're in Barcelona!,ive hundred restaurant best one ive huge choice tapa taste phenomenal place must youre barcelona,33,18
1109, 2017,10,4,4,A festival for the palate!,"It was indeed a superb experience. The welcome cocktail was amazing while awaiting for our table. The look and feel is great, the music playing in te background was nice and the food was AMAZING! Moreover Kareen our waitress was magical! She was fun and very patient to explain everything we were being served.A definite place to go if you are in Barcelona!Show less",indeed superb experience welcome cocktail amazing awaiting table look feel great music playing te background nice food amazing moreover kareen waitress magical fun patient explain everything serveda definite place go barcelonashow le,64,32
1110, 2017,10,7,4,Amazing Tapas!,"This is the place to be if you want to eat great tapas in a Spanish atmosphere. You may have to wait 20 minutes before you get a table, but it is worth the wait. The staff is super friendly and helpful and the tapas are amazing. There is a 8 meters long bar with tapas from which you can choose whichever one you like. The wine was also very nice! To top it al off, it isn't expensive at all. We had 9 tapas + wine + sodas for 40 euros. Definitely a restaurant that is worth a visit when in Barcelona!Show less",place want eat great tapa spanish atmosphere may wait 20 minute get table worth wait staff super friendly helpful tapa amazing 8 meter long bar tapa choose whichever one like wine also nice top al isnt expensive 9 tapa wine soda 40 euro definitely restaurant worth visit barcelonashow le,104,52
1111, 2017,10,7,5,Overrated,Went there on the quality of the TA reviews and waited outside for about 30 mins before we got a table. Good sign as it means it is popular. The service was fine albeit a little slow but again no issues as they were busy.Unfortunately the food was very disappointing and lacked variety and flavour. Everything was quite stodgy and there was no pop of flavour that you would expect. Would not recommend the sangria unless you wanted a non alcoholic punch.Price was reasonable but you will get a lot better tapas elsewhere.Show less,went quality ta review waited outside 30 min got table good sign mean popular service fine albeit little slow issue busyunfortunately food disappointing lacked variety flavour everything quite stodgy pop flavour would expect would recommend sangria unless wanted non alcoholic punchprice reasonable get lot better tapa elsewhereshow le,94,46
1112, 2017,10,8,4,Excellent,Very delicious tapas and friendly staff. It is better to go there a bit earlier to skip queue. I had a dinner experience and very satisfied with the taste and pricing.,delicious tapa friendly staff better go bit earlier skip queue dinner experience satisfied taste pricing,31,16
1113, 2017,10,8,5,Good... but not amazing,"We got the 2nd tasting platterIt was 40€So they did a starting platter with the bread and sliced meats that was really niceSecond it the other pictureAnd the 3rd I for got to take a photoStaff were friendly so that's always a plusSo it's not cheap, but the food was pretty good.I just went off reviews on TripAdvisor.I think some of the reviews are talking it up a little to much, that's allShow less",got 2nd tasting platterit 40so starting platter bread sliced meat really nicesecond pictureand 3rd got take photostaff friendly thats always plusso cheap food pretty goodi went review tripadvisori think review talking little much thats allshow le,74,38
1114, 2017,10,9,4,Friendly staff!,The staff is verry friendly! Our waitress is kareen! The tapas is delicious at bodega biarritz! We’re wait about 15 minutes... kareen ask us if we want something to drink while we waiting outside... margarita and mojito is good!Amazing staff! Thanks kareen and mark we will be back soon! Highly recommend!Show less,staff verry friendly waitress kareen tapa delicious bodega biarritz wait 15 minute kareen ask u want something drink waiting outside margarita mojito goodamazing staff thanks kareen mark back soon highly recommendshow le,52,19
1115, 2017,10,9,4,excellent tapas in Barcelona,we had a great food and time at this small restaurant. it is a unique place. I think all together you can fit about 20 people maximum; if that. best place to sit is at the high bar as the 3 tables theyhave is real small for the plates to fit. Nicholas was great in going over the food as you pick what you want by pointing to them on the bar. once gone its gone; they food is already prepared sitting on the bar tool; they just heated up for you.Show less,great food time small restaurant unique place think together fit 20 people maximum best place sit high bar 3 table theyhave real small plate fit nicholas great going food pick want pointing bar gone gone food already prepared sitting bar tool heated youshow le,93,48
1116, 2017,11,10,4,Best tapas in Barcelona!,"Many, many thanks to Nicholas and the rest of the staff for the best dinner experience I had in Spain.Stumbled up this strolling through La Rambles. They were 5 mins away from opening. The place looked so charming and beautiful I luckily waited for opening.Gorgeous plates of prepared tapas awaited on display to pick and choose. Each then expertly warmed and plated in a eye-pleasing manner. Simple drink menu on display to keep things happy and moving.Professional staff who take orders from barside and deliver on the other. No one passing things over the food. Staff also expertly control amount of people coming into this tiny establishment so people aren't crowding you at the bar. And they would if they could - very popular place. So if you could please do as the sign says and promptly leave when finished eating so another patron can enjoy.A truly memorable evening - thanks!Show less",many many thanks nicholas rest staff best dinner experience spainstumbled strolling la ramble 5 min away opening place looked charming beautiful luckily waited openinggorgeous plate prepared tapa awaited display pick choose expertly warmed plated eyepleasing manner simple drink menu display keep thing happy movingprofessional staff take order barside deliver one passing thing food staff also expertly control amount people coming tiny establishment people arent crowding bar would could popular place could please sign say promptly leave finished eating another patron enjoya truly memorable evening thanksshow le,152,64
1117, 2017,11,10,4,Big surprises come in from small places,"The place is very small, but the atmosfere is superb. I recommend setting at the bar because you will see all the food in front of you. They don’t accept credit card!",place small atmosfere superb recommend setting bar see food front dont accept credit card,32,17
1118, 2017,11,11,4,Tapas Set Menu is great!,"We plumped for this place last minute as Viana was closed over the road, what a treat it was! We got the 27€ for two set meal with 8 courses of tapas, if you didn’t like a dish you were told to send it back and they would bring a replacement with a smile and no bother! Food was delicious, varied and expertly talked through each course by the staff on hand! All round excellent!Show less",plumped place last minute viana closed road treat got 27 two set meal 8 course tapa didnt like dish told send back would bring replacement smile bother food delicious varied expertly talked course staff hand round excellentshow le,76,37
1119, 2017,11,11,5,Perfect Tapas atmosphere,Following From reading the reviews we decided to travel to the gothic quarter and sample the delights of bodega biarritz. We waited outside the cordon they had placed across the entrance whilst waiting for a table. We were offered drinks and within 5 minutes 2 tables/barrels with stools next to them were available. Now you will either like this or you won’t but we loved it as it added to the whole atmosphere. We sat on one barrel and the kids behind. We went for the set menu and ordered drinks. The food came thick and fast but was of a very high standard. Service was excellent and when we stated a preference for certain foods the set menu was quickly changed to our preferred food. One word of warning and it is made clear CASH ONLY no cards accepted. Overall service and food was wonderful and a greatly evening was had.Show less,following reading review decided travel gothic quarter sample delight bodega biarritz waited outside cordon placed across entrance whilst waiting table offered drink within 5 minute 2 tablesbarrels stool next available either like wont loved added whole atmosphere sat one barrel kid behind went set menu ordered drink food came thick fast high standard service excellent stated preference certain food set menu quickly changed preferred food one word warning made clear cash card accepted overall service food wonderful greatly evening hadshow le,153,72
1120, 2017,11,12,5,Best tapas bar in gothic quarter !,"Most memorable dinner experience at this cute, rustic tapas bar. It is a tiny place with cozy atmosphere and charming interiors.Being vegetarians, we were skeptical at the available options. But this place was a complete surprise package, wide vegetarian options, reasonably priced, friendly service.There is no price list available for tapas except the set options and beverages.Do not forget to carry CASH.Show less",memorable dinner experience cute rustic tapa bar tiny place cozy atmosphere charming interiorsbeing vegetarian skeptical available option place complete surprise package wide vegetarian option reasonably priced friendly servicethere price list available tapa except set option beveragesdo forget carry cashshow le,63,23
1121, 2017,11,13,4,Awesome Traditional Tapas Bar!,"We decided to vist here on our last night in Barcelona as we fancied a traditional tapas, after researching some restraunts we decided to go here and we're very glad we did! We picked the meal for 2 where they pick the meals for you, all you need to say is a food you do not like i.e goats cheese, mushrooms and anything they must know e.i allergies, vegitarian, vegan and they will make sure theu cater to your needs. If you do not like a dish they will happily swap it for you to something else and they explain what the dish contains. It was delious however we recommend going early on in the evening as the place is very small and can easily get busy fast! This all adds to the character of the place and would 100% go back again!Show less",decided vist last night barcelona fancied traditional tapa researching restraunts decided go glad picked meal 2 pick meal need say food like ie goat cheese mushroom anything must know ei allergy vegitarian vegan make sure theu cater need like dish happily swap something else explain dish contains delious however recommend going early evening place small easily get busy fast add character place would 100 go back againshow le,144,73
1122, 2017,11,14,4,Amazing food and atmosphere!,"We came her after reading reviews, unfortunately the first time it was closed! We very nearly didn't go back, so pleased we did. Nicholas talked us through the dishes and was very helpful. We didn't go for set menu and it did cost us nearly €60 for 2 people. That aside it was worth every euro. Well worth a visit. No fish on menu. Would definitely recommend and would go back if I ever return to Barcelona.Show less",came reading review unfortunately first time closed nearly didnt go back pleased nicholas talked u dish helpful didnt go set menu cost u nearly 60 2 people aside worth every euro well worth visit fish menu would definitely recommend would go back ever return barcelonashow le,78,33
1123, 2017,11,14,4,Best tapas ever,Amazing food . The waiters are friendly and helpful .nice tapas traditional concept . absolutely Worth it . Try the species tapas .,amazing food waiter friendly helpful nice tapa traditional concept absolutely worth try specie tapa,23,5
1124, 2017,11,15,4,5 stars isn’t enough,"Great food, great sangria, great atmosphere. Couldn’t ask for more. Can’t wait to try the sister restaurant",great food great sangria great atmosphere couldnt ask cant wait try sister restaurant,17,3
1125, 2017,11,15,4,Delightful,"In spite of being located at one big touristic spot in Barcelona, Biarritz isn't a tourist trap. It's cosy and comfortable and the food is amazing. The variety of tapas goes beyond the usual two or three options that you are in most of the places. The staff explains the tapas one by one and then you can choose the ones you want.The ones we tried were all amazing. The ingredients were very fresh and the combinations were very well made. Great food at a great price!Show less",spite located one big touristic spot barcelona biarritz isnt tourist trap cosy comfortable food amazing variety tapa go beyond usual two three option place staff explains tapa one one choose one wantthe one tried amazing ingredient fresh combination well made great food great priceshow le,88,44
1126, 2017,11,16,4,Older brother,This bar is incredible.so small and so full of tapas.more than 35 different choices.you can pick your tapas or opt to surprise option.the last choice was amazing.we will back again.thanks a lot,bar incredibleso small full tapasmore 35 different choicesyou pick tapa opt surprise optionthe last choice amazingwe back againthanks lot,32,13
1127, 2017,11,16,4,Unbelievable value for money!,"Me and my partner came here for the last night of our holiday when spending money was running low. It was a bit of a queue, but well worth waiting for! We spent about 30 euros on the mixed tapas they chose for you, which we did regret after as there were things we wanted to try more than others and didn’t get that opportunity. The food they gave us was unique and full of flavour. Beautifully cooked and very memorable! We will certainly be back on our next trip to Barcelona to try more of what this restaurant has to offer!Show less",partner came last night holiday spending money running low bit queue well worth waiting spent 30 euro mixed tapa chose regret thing wanted try others didnt get opportunity food gave u unique full flavour beautifully cooked memorable certainly back next trip barcelona try restaurant offershow le,103,55
1128, 2017,11,2,4,"Friendly Staff, delicious food!","Fantastic concept, lovely atmosphere, food was amazing. Staff were friendly and very helpful, even when we didn't like one of the tapas options the staff were more than happy to help us pick something else. Excellent value for money! Will definitely come back on our next trip to Barcelona.Show less",fantastic concept lovely atmosphere food amazing staff friendly helpful even didnt like one tapa option staff happy help u pick something else excellent value money definitely come back next trip barcelonashow le,50,19
1129, 2017,11,2,5,Cute and funky,Great little Tapas bar which is away from La Rambla hustle and bustle.They have a second bar which is one minute down the road if the first bar has a line. They escort you down which was nice. The second bar is also bigger (still a tight space).The surprise menu was great - takes the decision making out of everything which is always nice. Plus a surprise and delight shot at the end of the meal!!Lucas our waiter for the evening was great and had a good laugh with us!I walked away very full and satisfied - would definitely recommend and return againShow less,great little tapa bar away la rambla hustle bustlethey second bar one minute road first bar line escort nice second bar also bigger still tight spacethe surprise menu great take decision making everything always nice plus surprise delight shot end meallucas waiter evening great good laugh usi walked away full satisfied would definitely recommend return againshow le,104,45
1130, 2017,11,21,4,Worth a wait,"Looks like you always have to queue here, and they only take twos! But definitely one of the best for tapas. Prefer sitting at bar to a high table. Food is tasty and a good choice, with menu deals. Wine good and not overly expensive.",look like always queue take two definitely one best tapa prefer sitting bar high table food tasty good choice menu deal wine good overly expensive,45,19
1131, 2017,11,25,4,Outstanding food and service,"Food was outstanding and lovely, best tapas I’ve had in Spain ever. Drinks lovely to. Fast service and good customer service when arriving, leaving and during meal. We will definitely be back. Keep up the work.",food outstanding lovely best tapa ive spain ever drink lovely fast service good customer service arriving leaving meal definitely back keep work,36,13
1132, 2017,11,29,5,Top tapas,Barrio Gotic: a nice place (not in a fashion street).But different and very good. A cute little restaurant. Let the chef choose for you... you won’t be disappointed.,barrio gotic nice place fashion streetbut different good cute little restaurant let chef choose wont disappointed,28,10
1133, 2017,11,3,4,Most charming tapa hotspot,"Friendliest people you can wish for, tasteful tapa ‘buffet on the counter. We’ve let us be surprised by a handpicked selection of 8 tapas. We’ve enjoyed the variation, hyper tasteful, cooked & brought with Many smiles.Good that this hotspot is not so easy to find, so next time in Barcelona we’ll return for sure!! :-)Show less",friendliest people wish tasteful tapa buffet counter weve let u surprised handpicked selection 8 tapa weve enjoyed variation hyper tasteful cooked brought many smilesgood hotspot easy find next time barcelona well return sure show le,56,19
1134, 2017,11,4,4,Absolutely delicious Tapas,Really thrilled to find this amazing place just off of La Ramblas. It is Cosy and full of atmosphere. The food really was delicious. My partner said it was the best Spanish meal he's ever had and he travels to Spain a lot. We had the lovely Nicholas serving us. He was really friendly and nothing was too much trouble. We were also given free 'Spanish Baileys' at the end of our meal. Great value and even better good!Show less,really thrilled find amazing place la ramblas cosy full atmosphere food really delicious partner said best spanish meal he ever travel spain lot lovely nicholas serving u really friendly nothing much trouble also given free spanish bailey end meal great value even better goodshow le,80,35
1135, 2017,11,4,5,Reheated basic food,"I'm astonished at the level of reviews this place gets. While the food is somewhat tasty, it's a long way from being even decent tapas. Everything gets reheated, it wasn't all that fresh to begin with and there was precious little variation in flavour or texture. Service was friendly, if brisk, beer and wine were fine, hence a score of 3. The food alone would have got 2.Show less",im astonished level review place get food somewhat tasty long way even decent tapa everything get reheated wasnt fresh begin precious little variation flavour texture service friendly brisk beer wine fine hence score 3 food alone would got 2show le,69,30
1136, 2017,11,6,4,Excellent Tapas Bar!,"The place is tiny so you might have to wait to get in. The service is excellent, and the food is, too. It opens after 5PM. Get there early. They only accept cash, no credit cards.",place tiny might wait get service excellent food open 5pm get early accept cash credit card,36,17
1137, 2017,11,6,4,Wonderful Experience,"My Dad and I had one night in Barcelona and I am so glad we stumbled upon this place. We did the whole tapas thing and ended up trying 8 different foods. So cool! Also, their mojitos are quite good! Our waitress was fantastic! Thanks Nicole!Show less",dad one night barcelona glad stumbled upon place whole tapa thing ended trying 8 different food cool also mojitos quite good waitress fantastic thanks nicoleshow le,47,21
1138, 2017,11,6,4,Lovely,Lovely atmosphere good food quick and speedy service. Nice system to choose your tapas displayed on the bar .wonderful,lovely atmosphere good food quick speedy service nice system choose tapa displayed bar wonderful,19,5
1139, 2017,11,7,4,Loved this Restaurant,We loved this restaurant! Such a brilliant atmosphere.We were lucky enough not to have to wait too long for a seat but we did arrive about 7.30ish.The tapas was tasty and the staff were really friendly.We opted for the €40 set menu where they surprise you with 8 different tapas! Great value for money! We even added a few extra just so we could try more! The sangria was lovely!I would definitely return to this little gem on my next visit to Barcelona.Show less,loved restaurant brilliant atmospherewe lucky enough wait long seat arrive 730ishthe tapa tasty staff really friendlywe opted 40 set menu surprise 8 different tapa great value money even added extra could try sangria lovelyi would definitely return little gem next visit barcelonashow le,84,40
1140, 2017,11,8,4,Nice and cosy,"We were met by the owner but the restaurant was full. He managed to squeeze us in near a wall on a long bar like board facing the wall. We didn't like that and we wanted to leave. In the last moment a friendly face appeared in one of the windows through the wall. He quickly convinced us to try the tapas. We didn't regret staying. I think after some unfortunate experiences we got a taste of the local cuisine. The food is good and various. People are friendly and there's plenty to choose from. The atmosphere is relaxed, a nice place to make friends.Show less",met owner restaurant full managed squeeze u near wall long bar like board facing wall didnt like wanted leave last moment friendly face appeared one window wall quickly convinced u try tapa didnt regret staying think unfortunate experience got taste local cuisine food good various people friendly there plenty choose atmosphere relaxed nice place make friendsshow le,106,50
1141, 2017,11,9,4,Delicious tapas; efficient service,"Wide variety of tasty tapas. They offer the option of them picking eight tapas for you for a fixed price, which makes it easy if you are not a tapas expert. You just tell them what kind of ingredients you do or don't like and they do the rest. You won't be disappointed. Cash only.Show less",wide variety tasty tapa offer option picking eight tapa fixed price make easy tapa expert tell kind ingredient dont like rest wont disappointed cash onlyshow le,56,32
1142, 2017,12,1,4,Crowdy restaurant with exellent tapas,"Actually we shifted to this restaurant, because the other one had a few really negative comments about their performance and food. To me it looks like the Biarritz 1881 has been up there amogst the best tapas restaurants for a long time. And we were really satisfied with the service and our food. We had the tapas for two 8 pc, and a few beers, and it was very tasty and delightful. The staff were observant and very friendly, so this was an exellent experience.Show less",actually shifted restaurant one really negative comment performance food look like biarritz 1881 amogst best tapa restaurant long time really satisfied service food tapa two 8 pc beer tasty delightful staff observant friendly exellent experienceshow le,86,50
1143, 2017,12,1,4,Birthday magic,What a treat to find this gem of a place. Great choice of delicious food - very local delights. The price was nice but I would have paid more for the results we had.Food was complementary to the House red on offer. The staff inform you what to have and if you don’t like it they will change the choices. It’s so nice you just keep eating....Show less,treat find gem place great choice delicious food local delight price nice would paid result hadfood complementary house red offer staff inform dont like change choice nice keep eatingshow le,68,36
1144, 2017,12,11,4,Best tapas ever!!,My friends and I studied abroad in Barcelona for 3 months. We tried dozens of tapas restaurants all over Spain and THIS is the best!! My vegetarian friend actually cried every time she had dinner here. Also the staff is so friendly especially Lucas who remembered us every time we came and was so helpful in getting us amazing tapas! He is the best. Overall a must go restaurant in Barcelona!Show less,friend studied abroad barcelona 3 month tried dozen tapa restaurant spain best vegetarian friend actually cried every time dinner also staff friendly especially lucas remembered u every time came helpful getting u amazing tapa best overall must go restaurant barcelonashow le,72,30
1145, 2017,12,17,5,Tourist trap,"A place to be avoided. Stale, reheated food, platters from which the tapas are provided, are exposed on the bar where other people are eating literally just over them. Obviously hygiene is not a priority there. Prices for individual tapas are not clearly stated on the bill (or something that looked like a bill). It's hard to believe that we chose the most expensive tapas while two out of the four where the vegetarian options. Staff looked like they wanted us to leave immediately after we ate. A real trap. Lesson learnt.Show less",place avoided stale reheated food platter tapa provided exposed bar people eating literally obviously hygiene priority price individual tapa clearly stated bill something looked like bill hard believe chose expensive tapa two four vegetarian option staff looked like wanted u leave immediately ate real trap lesson learntshow le,93,42
1146, 2017,12,18,4,Liked,We liked this place for the atmosphere and authenticity tapas ambiance. You choose and you eat .easy and good food . You see that you order . I loved the mini burger with spicy sauce,liked place atmosphere authenticity tapa ambiance choose eat easy good food see order loved mini burger spicy sauce,35,15
1147, 2017,12,18,4,We came again,We knew this place and came back again and loved it again. Freindly personal and lovely atmosphere. I think when we back in Barcelona we will back again and again. Loved goat cheese tapa,knew place came back loved freindly personal lovely atmosphere think back barcelona back loved goat cheese tapa,34,15
1148, 2017,12,18,4,Authentic,The nice really authentic atmosphere.tapas displayed on the bar .you pick and they bring it to you.loved it,nice really authentic atmospheretapas displayed bar pick bring youloved,18,8
1149, 2017,12,19,4,Very nice experience,"Me and my brother just came to Barcelona and we wanted to try real spanish food. On TripAdvisor we found this restaurant and we were very suprised but in nice way! At first we saw little place which was hidden, bit waiter ask us inside. Please was incredible little, but that was good! I never have been in place like that. Very cosy and warm. I dont eat meet but that wasn’t a single problem. Two options in menu, however there was a lot of delicious tapas. We chose suprise option number 1. Great food,nice beer, at the end we received little herb drink to taste. People who work there also make wonderful atmosphere. Special greetins for Nicholas. You all guys are great!!Show less",brother came barcelona wanted try real spanish food tripadvisor found restaurant suprised nice way first saw little place hidden bit waiter ask u inside please incredible little good never place like cosy warm dont eat meet wasnt single problem two option menu however lot delicious tapa chose suprise option number 1 great foodnice beer end received little herb drink taste people work also make wonderful atmosphere special greetins nicholas guy greatshow le,124,51
1150, 2017,12,19,4,Tapas,Befor leaving Barcelona we have gone again and enjoyed again the amazings tapas and ambiance . To be prepared to do queue outside.,befor leaving barcelona gone enjoyed amazings tapa ambiance prepared queue outside,23,11
1151, 2017,12,19,5,Average tapas,We ordered from the set menu and found the food to be average. The quality and taste was nothing special. We tried some tapas of our own choosing and it was better than what they choose for us for the set menu.The tapas is reheated for you from their display but it still tastes kind of stale (what you would expect from the food sitting there for hours).Show less,ordered set menu found food average quality taste nothing special tried tapa choosing better choose u set menuthe tapa reheated display still taste kind stale would expect food sitting hoursshow le,69,37
1152, 2017,12,2,5,Low tapas quality,After I saw the high rank of this resturant I decided to go there with my wife. The quality of tapases was not good. all so heavy and they warmed it up because type of tapases . I rather to say it was junk food tapasShow less,saw high rank resturant decided go wife quality tapa good heavy warmed type tapa rather say junk food tapasshow le,47,26
1153, 2017,12,20,4,Tapas heaven!,"Love,love tapas.Different types of snacks.Having come from San Sebastian,the Basque capital of tapas 2 weeks before,have to give the championship tapas trophy (is there a trophy? should be) to this place and the sister Bodega Biarritz down the street 100 metres.",lovelove tapasdifferent type snackshaving come san sebastianthe basque capital tapa 2 week beforehave give championship tapa trophy trophy place sister bodega biarritz street 100 metre,41,14
1154, 2017,12,21,4,Hole in the Wall,"Tiny restaurant, great tapas. We found this tiny restaurant while out walking in the Gothic district. The small set menu included 8 great tapas. Loved the atmosphere and food.",tiny restaurant great tapa found tiny restaurant walking gothic district small set menu included 8 great tapa loved atmosphere food,29,9
